,Id,PID,MS SubClass,MS Zoning,Street,Land Contour,Neighborhood,Condition 1,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,Total Bsmt SF,Heating QC,Central Air,Electrical,Gr Liv Area,Bsmt Full Bath,Full Bath,Half Bath,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Paved Drive,Sale Type,SalePrice
1471,2296,923230010,60,RL,Pave,Lvl,Mitchel,Norm,1Fam,2Story,5,7,1977,1977,Gable,Plywood,Plywood,None,0.0,TA,TA,PConc,Gd,TA,No,Rec,531.0,716.0,Ex,Y,SBrkr,1432,1.0,1,1,1,TA,6,Typ,1,Gd,Attchd,1977.0,Fin,2.0,531.0,TA,Y,WD ,157000
1472,940,910202070,70,RM,Pave,Lvl,IDOTRR,Norm,1Fam,2Story,5,7,1920,1997,Hip,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,Fa,No,Rec,456.0,672.0,Gd,Y,FuseA,1344,0.0,1,0,1,TA,6,Typ,0,NA,Detchd,1964.0,Unf,1.0,468.0,TA,Y,WD ,147000
1473,475,528235010,60,RL,Pave,Lvl,Gilbert,Norm,1Fam,2Story,7,5,2004,2005,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,425.0,716.0,Ex,Y,SBrkr,1432,1.0,2,1,1,Gd,6,Typ,1,Gd,Attchd,2004.0,Fin,2.0,432.0,TA,Y,WD ,188500
1474,2404,528174080,120,RL,Pave,Lvl,NridgHt,Norm,TwnhsE,1Story,7,5,2005,2005,Gable,VinylSd,VinylSd,Stone,240.0,Gd,TA,PConc,Gd,TA,Av,GLQ,659.0,1364.0,Ex,Y,SBrkr,1364,1.0,2,0,1,Gd,6,Typ,1,Gd,Attchd,2005.0,RFn,2.0,484.0,TA,Y,WD ,185850
1475,2491,532376080,20,RL,Pave,Lvl,Sawyer,RRNe,1Fam,1Story,5,5,1965,1965,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,554.0,984.0,TA,Y,SBrkr,984,0.0,1,0,1,TA,5,Typ,0,NA,Attchd,1965.0,Unf,1.0,310.0,TA,Y,WD ,126000
1476,601,534275100,20,RL,Pave,Lvl,NAmes,Norm,1Fam,1Story,5,7,1959,1959,Hip,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,403.0,864.0,Ex,Y,SBrkr,864,0.0,1,0,1,TA,5,Typ,0,NA,Detchd,1960.0,Unf,1.0,308.0,TA,Y,WD ,118000
1477,1640,527252050,120,RL,Pave,HLS,StoneBr,Norm,TwnhsE,1Story,9,5,2006,2006,Gable,MetalSd,MetalSd,BrkFace,165.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,797.0,1612.0,Ex,Y,SBrkr,1612,1.0,2,0,1,Ex,6,Typ,1,Gd,Attchd,2006.0,Fin,2.0,556.0,TA,Y,WD ,319900
1478,2926,923275080,80,RL,Pave,Lvl,Mitchel,Norm,1Fam,SLvl,6,6,1984,1984,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,GLQ,819.0,1003.0,TA,Y,SBrkr,1003,1.0,1,0,1,TA,6,Typ,0,NA,Detchd,1984.0,Unf,2.0,588.0,TA,Y,WD ,142500
1479,653,535354070,20,RL,Pave,Lvl,NAmes,Norm,1Fam,1Story,5,6,1950,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,390.0,1200.0,TA,Y,SBrkr,1200,0.0,1,0,1,TA,6,Typ,0,NA,Attchd,1950.0,Fin,1.0,246.0,TA,Y,WD ,129900
1480,2406,528181030,120,RL,Pave,Lvl,NridgHt,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,VinylSd,VinylSd,Stone,94.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,1368.0,Ex,Y,SBrkr,1368,0.0,2,0,1,Gd,6,Typ,1,Gd,Attchd,2005.0,RFn,2.0,474.0,TA,Y,New,202500
1481,2701,904100170,20,RL,Pave,Lvl,Sawyer,Norm,1Fam,1Story,5,5,1950,1950,Gable,Wd Sdng,MetalSd,None,0.0,TA,TA,Slab,NA,NA,NA,NA,0.0,0.0,TA,Y,FuseA,1640,0.0,1,0,1,TA,7,Min1,1,Gd,Attchd,1950.0,RFn,2.0,394.0,TA,Y,WD ,131000
1482,1472,907295100,90,RM,Pave,Lvl,CollgCr,Norm,Duplex,SFoyer,6,5,1997,1998,Gable,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,Gd,GLQ,1593.0,1838.0,Ex,Y,SBrkr,1838,2.0,2,0,2,TA,8,Typ,0,NA,Attchd,1998.0,Unf,3.0,721.0,TA,Y,WD ,185000
1483,417,527455080,160,RL,Pave,Lvl,NPkVill,Norm,TwnhsE,2Story,6,5,1978,1978,Gable,Plywood,Brk Cmn,None,0.0,Gd,TA,CBlock,Gd,TA,No,ALQ,279.0,855.0,TA,Y,SBrkr,1456,0.0,2,1,1,TA,6,Typ,1,TA,Attchd,1978.0,Fin,2.0,440.0,TA,Y,WD ,138000
1484,2664,902329070,70,RM,Pave,Lvl,OldTown,Norm,1Fam,2Story,6,7,1910,1993,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,684.0,Ex,N,FuseA,1368,0.0,1,0,1,TA,7,Typ,0,NA,Detchd,1930.0,Unf,1.0,216.0,TA,N,WD ,114504
1485,283,908225320,50,RL,Pave,Lvl,Edwards,Norm,1Fam,1.5Fin,6,4,1945,1950,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,Fa,No,LwQ,94.0,735.0,TA,Y,FuseA,1487,0.0,1,1,1,TA,7,Typ,1,Gd,Detchd,1949.0,Unf,1.0,220.0,TA,Y,WD ,113000
1486,302,910202060,50,RM,Pave,Lvl,IDOTRR,Norm,1Fam,1.5Fin,4,8,1922,2007,Gable,VinylSd,VinylSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,735.0,796.0,Gd,Y,SBrkr,1154,1.0,1,0,1,Gd,7,Typ,0,NA,Detchd,1922.0,Unf,1.0,240.0,TA,N,WD ,125500
1487,2053,905102010,80,RL,Pave,Lvl,Sawyer,Norm,1Fam,SLvl,5,8,1964,2001,Hip,HdBoard,HdBoard,BrkFace,50.0,Gd,Gd,CBlock,TA,TA,Gd,LwQ,68.0,980.0,TA,Y,SBrkr,1020,0.0,2,0,1,TA,5,Typ,1,Po,Detchd,1970.0,Unf,2.0,528.0,TA,Y,WD ,165000
1488,2662,902325160,50,RM,Pave,Lvl,OldTown,Norm,1Fam,1.5Fin,5,4,1900,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,540.0,Gd,N,FuseA,1440,0.0,1,0,1,TA,6,Typ,0,NA,Attchd,1940.0,Unf,1.0,352.0,Fa,Y,WD ,79000
1489,99,533212060,160,FV,Pave,Lvl,Somerst,Norm,Twnhs,2Story,6,5,2005,2005,Gable,VinylSd,VinylSd,BrkFace,216.0,Gd,TA,PConc,Gd,TA,No,GLQ,376.0,600.0,Ex,Y,SBrkr,1236,1.0,2,1,1,Gd,4,Typ,0,NA,Detchd,2005.0,RFn,2.0,480.0,TA,Y,WD ,152000
1490,2674,903225090,50,RM,Pave,Lvl,BrkSide,Feedr,1Fam,1.5Fin,6,7,1947,1950,Gable,CemntBd,CmentBd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,399.0,1004.0,Ex,Y,SBrkr,1664,0.0,2,0,1,TA,7,Typ,2,Gd,Detchd,1950.0,Unf,2.0,420.0,TA,Y,WD ,159000
1491,1218,534428020,20,RL,Pave,Lvl,NAmes,Norm,1Fam,1Story,4,5,1960,1960,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,419.0,1100.0,TA,Y,SBrkr,1100,1.0,1,0,1,TA,6,Typ,1,Po,Attchd,1960.0,RFn,1.0,312.0,TA,Y,WD ,141000
1492,2547,534403400,20,RL,Pave,Lvl,NAmes,Norm,1Fam,1Story,6,6,1964,1964,Hip,HdBoard,HdBoard,BrkFace,112.0,TA,TA,CBlock,TA,TA,No,ALQ,260.0,1008.0,Ex,Y,SBrkr,1488,1.0,1,1,1,TA,7,Typ,1,Gd,Attchd,1964.0,Fin,2.0,430.0,TA,Y,WD ,167000
1493,197,903227150,50,RM,Pave,Lvl,BrkSide,Feedr,1Fam,1.5Fin,5,6,1942,1950,Gable,MetalSd,MetalSd,Stone,300.0,TA,TA,CBlock,TA,TA,No,Rec,360.0,835.0,TA,Y,FuseA,1453,0.0,1,1,1,Gd,7,Min2,2,Fa,Detchd,1942.0,Unf,1.0,240.0,TA,Y,WD ,132000
1494,2091,906201022,20,RL,Pave,Lvl,SawyerW,Feedr,1Fam,1Story,7,5,1990,1991,Hip,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,738.0,910.0,Gd,Y,SBrkr,1442,1.0,2,0,1,Gd,6,Typ,1,TA,Attchd,1990.0,Fin,2.0,719.0,TA,Y,WD ,179900
1495,87,532377060,20,RL,Pave,Lvl,Sawyer,Norm,1Fam,1Story,5,5,1967,1967,Gable,MetalSd,MetalSd,BrkFace,31.0,TA,Gd,CBlock,TA,TA,No,BLQ,450.0,882.0,TA,Y,SBrkr,900,0.0,1,0,1,TA,5,Typ,0,NA,Detchd,1970.0,Unf,1.0,280.0,TA,Y,WD ,122000
1496,690,535476240,20,RL,Pave,Lvl,NAmes,Norm,1Fam,1Story,6,6,1963,1963,Hip,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,826.0,1045.0,TA,Y,SBrkr,1045,1.0,1,0,1,TA,6,Typ,1,Fa,Attchd,1963.0,RFn,1.0,264.0,TA,Y,WD ,127000
1497,2364,527427210,120,RH,Pave,Lvl,NAmes,Norm,TwnhsE,1Story,6,5,2002,2002,Gable,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,951.0,1487.0,Ex,Y,SBrkr,1419,1.0,2,0,1,Gd,4,Typ,0,NA,Attchd,2002.0,Fin,2.0,543.0,TA,Y,WD ,190000
1498,2050,905100080,85,RL,Pave,Lvl,Sawyer,Norm,1Fam,SFoyer,5,5,1964,1980,Gable,HdBoard,HdBoard,BrkFace,30.0,TA,TA,CBlock,Gd,TA,Av,BLQ,785.0,1420.0,Gd,Y,SBrkr,1452,1.0,1,0,1,TA,6,Min2,1,TA,Detchd,1964.0,Unf,2.0,572.0,TA,Y,WD ,158450
1499,769,905101260,80,RL,Pave,Lvl,Sawyer,Norm,1Fam,SLvl,5,6,1963,1999,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,444.0,520.0,Ex,Y,SBrkr,1464,0.0,2,0,1,TA,6,Min2,1,TA,Attchd,1997.0,RFn,2.0,480.0,TA,Y,WD ,175000
1500,348,527108070,20,RL,Pave,HLS,Gilbert,Norm,1Fam,1Story,9,5,2006,2007,Gable,VinylSd,VinylSd,Stone,160.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1320.0,1746.0,Ex,Y,SBrkr,1746,1.0,2,0,1,Ex,7,Typ,2,Gd,Attchd,2006.0,Fin,3.0,758.0,TA,Y,WD ,377500
1501,200,903233120,50,RM,Pave,Lvl,BrkSide,Norm,1Fam,1.5Fin,5,5,1930,1950,Gable,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,448.0,928.0,TA,Y,FuseF,1536,0.0,2,0,1,TA,7,Typ,1,Gd,Detchd,1930.0,Unf,2.0,480.0,TA,Y,WD ,138400
1502,2759,906392100,20,RL,Pave,Lvl,CollgCr,Norm,1Fam,1Story,7,5,2005,2005,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1300.0,1734.0,Ex,Y,SBrkr,1734,1.0,2,0,1,Gd,7,Typ,0,NA,Attchd,2005.0,Fin,2.0,660.0,TA,Y,WD ,260000
1503,1700,528114050,20,RL,Pave,Lvl,NridgHt,Norm,1Fam,1Story,8,5,2006,2007,Gable,VinylSd,VinylSd,BrkFace,304.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1350.0,1976.0,Ex,Y,SBrkr,1976,1.0,2,0,1,Gd,7,Typ,1,Ex,Attchd,2006.0,RFn,3.0,908.0,TA,Y,New,440000
1504,876,907290070,20,RL,Pave,Lvl,CollgCr,Norm,1Fam,1Story,7,5,2001,2001,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,1212.0,Ex,Y,SBrkr,1212,0.0,2,0,1,Gd,6,Typ,0,NA,Attchd,2001.0,RFn,2.0,573.0,TA,Y,WD ,178000
1505,2536,534201280,20,RL,Pave,Lvl,NAmes,Feedr,1Fam,1Story,5,5,1968,1968,Hip,HdBoard,HdBoard,BrkFace,168.0,TA,TA,CBlock,TA,TA,Av,BLQ,1016.0,1052.0,Gd,Y,SBrkr,1052,1.0,1,1,1,TA,5,Typ,0,NA,Attchd,1968.0,RFn,1.0,288.0,TA,Y,WD ,138500
1506,1821,532354060,20,RL,Pave,Lvl,Sawyer,Norm,1Fam,1Story,5,5,1962,1962,Hip,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,417.0,1057.0,TA,Y,SBrkr,1057,0.0,1,0,1,TA,6,Typ,0,NA,Detchd,1977.0,Fin,2.0,576.0,TA,Y,WD ,132000
1507,2743,905452150,50,RL,Pave,Lvl,Edwards,Norm,1Fam,1.5Fin,6,5,1953,1953,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,468.0,1000.0,TA,Y,SBrkr,1609,0.0,1,1,1,TA,7,Typ,0,NA,Attchd,1953.0,Unf,1.0,305.0,Fa,Y,WD ,149900
1508,1329,903204010,50,RM,Pave,Bnk,BrkSide,RRAn,1Fam,1.5Fin,7,7,1945,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,Fa,No,Unf,0.0,672.0,Gd,Y,SBrkr,1668,0.0,1,1,1,Gd,8,Typ,0,NA,Attchd,1945.0,Unf,1.0,252.0,TA,Y,WD ,108000
1509,1451,907203090,20,RL,Pave,Lvl,CollgCr,Norm,1Fam,1Story,5,6,1975,1975,Hip,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,924.0,TA,Y,SBrkr,924,0.0,1,0,1,TA,5,Typ,0,NA,Detchd,1981.0,Unf,1.0,280.0,TA,Y,WD ,110000
1510,936,909451180,160,RM,Pave,Lvl,Blueste,Norm,TwnhsE,2Story,6,6,1980,1980,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,285.0,561.0,TA,Y,SBrkr,1229,0.0,1,1,1,TA,5,Typ,1,TA,Attchd,1980.0,Fin,2.0,462.0,TA,Y,WD ,124000
1511,1948,535376010,45,RL,Pave,Lvl,OldTown,Norm,1Fam,1.5Unf,4,6,1956,1956,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,882.0,Ex,Y,SBrkr,882,0.0,1,0,1,TA,4,Typ,0,NA,NA,0.0,NA,0.0,0.0,NA,Y,WD ,103200
1512,1839,533208020,120,FV,Pave,Lvl,Somerst,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,No,GLQ,937.0,1352.0,Ex,Y,SBrkr,1352,1.0,2,0,1,Gd,5,Typ,1,Gd,Attchd,2006.0,RFn,2.0,466.0,TA,Y,New,194000
1513,2057,905104170,20,RL,Pave,Lvl,Sawyer,Norm,1Fam,1Story,5,5,1968,1968,Gable,Plywood,Plywood,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,948.0,TA,Y,SBrkr,948,0.0,1,0,1,TA,6,Typ,0,NA,Attchd,1968.0,Unf,1.0,300.0,TA,Y,WD ,108000
1514,558,532354230,20,RL,Pave,Lvl,Sawyer,Norm,1Fam,1Story,5,5,1961,1961,Gable,Wd Sdng,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,864.0,864.0,TA,Y,SBrkr,864,0.0,1,0,1,TA,5,Typ,0,NA,Attchd,1961.0,Unf,1.0,440.0,TA,Y,WD ,122000
1515,2731,905351045,150,RL,Pave,HLS,ClearCr,Norm,Twnhs,1.5Fin,7,5,1980,1981,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,397.0,430.0,TA,Y,SBrkr,1700,1.0,2,1,1,Gd,7,Typ,0,NA,Basment,1980.0,Fin,1.0,450.0,Gd,Y,WD ,148400
1516,791,905451340,20,RL,Pave,Lvl,Edwards,Norm,1Fam,1Story,5,3,1958,1958,Gable,BrkComm,Brk Cmn,None,0.0,TA,Fa,CBlock,TA,Fa,No,Unf,0.0,1276.0,TA,Y,FuseA,1276,0.0,1,0,1,TA,5,Mod,0,NA,Attchd,1958.0,Unf,1.0,350.0,TA,Y,COD,60000
1517,1421,906223110,20,RL,Pave,Lvl,SawyerW,Norm,1Fam,1Story,7,5,1994,1994,Gable,HdBoard,HdBoard,BrkFace,251.0,Gd,TA,PConc,Gd,TA,No,GLQ,1271.0,1602.0,Ex,Y,SBrkr,1626,1.0,2,1,1,Gd,7,Typ,1,TA,Attchd,1994.0,RFn,2.0,534.0,TA,Y,WD ,226500
1518,2881,911175430,20,C (all),Pave,Lvl,IDOTRR,Norm,1Fam,1Story,2,3,1949,1950,Gable,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,50.0,480.0,TA,N,FuseA,480,1.0,0,0,1,TA,4,Typ,0,NA,Detchd,1958.0,Unf,1.0,308.0,TA,Y,WD ,35311
1519,2820,908103310,90,RL,Pave,Lvl,Edwards,Norm,Duplex,SFoyer,6,5,1975,1975,Flat,Plywood,Wd Shng,BrkFace,355.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,976.0,976.0,TA,Y,SBrkr,1012,0.0,2,0,0,TA,4,Typ,0,NA,NA,0.0,NA,0.0,0.0,NA,Y,WD ,127500
1520,1609,923426010,20,RL,Pave,Lvl,Mitchel,Norm,1Fam,1Story,5,6,1984,1984,Gable,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,647.0,864.0,TA,Y,SBrkr,889,0.0,1,0,1,TA,6,Typ,0,NA,Attchd,1984.0,Unf,2.0,484.0,TA,Y,WD ,137500
1521,1495,908151040,80,RL,Pave,Lvl,Edwards,Norm,1Fam,SLvl,6,6,1977,1977,Hip,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,368.0,1029.0,TA,Y,SBrkr,1117,1.0,1,0,1,TA,6,Typ,1,Fa,Attchd,1977.0,RFn,2.0,542.0,TA,Y,WD ,147000
1522,2388,528118020,60,RL,Pave,Lvl,NridgHt,Norm,1Fam,2Story,8,5,2004,2005,Gable,VinylSd,VinylSd,Stone,132.0,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,1117.0,Ex,Y,SBrkr,2452,0.0,3,1,1,Gd,9,Typ,1,Gd,BuiltIn,2004.0,Fin,3.0,691.0,TA,Y,WD ,309000
1523,938,909475040,20,RL,Pave,Bnk,Crawfor,Norm,1Fam,1Story,7,9,1971,2009,Hip,BrkFace,BrkFace,None,0.0,Gd,Gd,CBlock,Gd,TA,No,GLQ,803.0,1803.0,TA,Y,SBrkr,2365,1.0,2,0,1,Ex,7,Min1,2,Gd,Attchd,1971.0,Fin,2.0,551.0,TA,Y,WD ,315000
1524,1194,534202130,20,RL,Pave,Lvl,NAmes,Norm,1Fam,1Story,5,8,1965,2008,Gable,VinylSd,VinylSd,BrkFace,300.0,TA,TA,CBlock,TA,TA,No,ALQ,595.0,912.0,Ex,Y,SBrkr,912,1.0,1,0,1,Gd,5,Typ,0,NA,Detchd,1992.0,Unf,2.0,576.0,TA,Y,WD ,147000
1525,2429,528228575,120,RL,Pave,Lvl,Blmngtn,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,Av,GLQ,1154.0,1520.0,Ex,Y,SBrkr,1567,1.0,2,0,1,Ex,7,Typ,1,Gd,Attchd,2006.0,Fin,3.0,648.0,TA,Y,New,264561
1526,1937,535325280,80,RL,Pave,Bnk,NAmes,Norm,1Fam,SLvl,5,5,1955,1955,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,384.0,384.0,TA,Y,SBrkr,1360,0.0,1,0,1,TA,6,Min1,1,TA,Detchd,1962.0,Unf,2.0,572.0,TA,Y,WD ,130000
1527,1847,533221100,160,FV,Pave,Lvl,Somerst,Norm,Twnhs,2Story,6,5,2000,2000,Gable,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,GLQ,436.0,756.0,Ex,Y,SBrkr,1525,0.0,2,1,1,Gd,5,Typ,1,TA,Detchd,2000.0,Unf,2.0,440.0,TA,Y,WD ,177000
1528,1550,910203090,50,RM,Pave,Lvl,IDOTRR,Norm,1Fam,1.5Fin,5,7,1930,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,780.0,Gd,Y,FuseA,1200,0.0,1,0,1,TA,7,Typ,0,NA,NA,0.0,NA,0.0,0.0,NA,Y,WD ,119000
1529,2705,904302030,20,RL,Pave,Lvl,SWISU,Norm,1Fam,1Story,7,5,2004,2004,Shed,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,Gd,Mn,GLQ,510.0,1073.0,Ex,Y,SBrkr,1073,1.0,2,0,1,TA,4,Typ,0,NA,Detchd,2004.0,Unf,1.0,246.0,TA,Y,WD ,157000
1530,2713,905106210,20,RL,Pave,Lvl,Sawyer,Norm,1Fam,1Story,5,5,1968,1968,Hip,Plywood,Plywood,BrkFace,188.0,TA,TA,CBlock,TA,TA,No,BLQ,673.0,1051.0,TA,Y,SBrkr,1159,0.0,1,1,1,TA,7,Typ,1,Fa,Attchd,1968.0,Unf,1.0,336.0,TA,Y,WD ,158000
1531,1938,535325320,50,RL,Pave,Lvl,NAmes,Norm,1Fam,1.5Fin,4,4,1955,1955,Gable,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Rec,150.0,1190.0,Gd,Y,SBrkr,1540,1.0,1,0,1,Fa,7,Typ,0,NA,Detchd,2002.0,Unf,1.0,352.0,TA,Y,WD ,115000
1532,1819,532353120,20,RL,Pave,Lvl,Sawyer,Norm,1Fam,1Story,5,5,1977,1977,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,LwQ,138.0,894.0,TA,Y,SBrkr,894,1.0,1,0,1,TA,5,Typ,0,NA,Detchd,1979.0,Unf,1.0,308.0,TA,Y,WD ,120750
1533,23,527368020,60,FV,Pave,Lvl,Somerst,Norm,1Fam,2Story,7,5,2000,2000,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,533.0,814.0,Ex,Y,SBrkr,1674,1.0,2,1,1,Gd,7,Typ,0,NA,Attchd,2000.0,RFn,2.0,663.0,TA,Y,WD ,216000
1534,2289,923228250,160,RM,Pave,Lvl,MeadowV,Norm,Twnhs,2Story,4,5,1970,1970,Gable,CemntBd,CmentBd,BrkFace,80.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,546.0,Fa,Y,SBrkr,1092,0.0,1,1,1,TA,6,Typ,0,NA,Attchd,1970.0,Unf,1.0,286.0,TA,Y,WD ,75000
1535,1156,532477030,20,RL,Pave,Lvl,Veenker,Norm,1Fam,1Story,6,5,1974,1974,Gable,HdBoard,ImStucc,BrkFace,144.0,TA,TA,CBlock,TA,TA,Av,ALQ,800.0,1430.0,TA,Y,SBrkr,1430,0.0,2,0,1,TA,6,Typ,2,TA,Attchd,1974.0,Unf,2.0,484.0,TA,Y,WD ,192000
1536,2717,905107300,80,RL,Pave,Lvl,Sawyer,Norm,1Fam,SLvl,6,6,1978,1978,Gable,HdBoard,HdBoard,BrkFace,200.0,TA,TA,CBlock,TA,Gd,Gd,GLQ,794.0,960.0,Fa,Y,SBrkr,1040,1.0,1,0,1,TA,6,Typ,1,Fa,Detchd,1979.0,Unf,2.0,616.0,TA,Y,WD ,160500
1537,2101,906378170,20,RL,Pave,Lvl,CollgCr,Norm,1Fam,1Story,7,5,2006,2007,Gable,VinylSd,VinylSd,Stone,306.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,1494.0,Ex,Y,SBrkr,1494,0.0,2,0,1,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,3.0,840.0,TA,Y,New,279500
1538,1377,905100020,85,RL,Pave,Lvl,Sawyer,Feedr,1Fam,SFoyer,5,6,1963,1963,Gable,HdBoard,Wd Sdng,None,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,784.0,981.0,TA,Y,SBrkr,1075,1.0,1,0,1,Gd,6,Typ,0,NA,Detchd,1996.0,Unf,2.0,440.0,TA,Y,WD ,148000
1539,1381,905104110,20,RL,Pave,Lvl,Sawyer,Norm,1Fam,1Story,5,7,1967,2005,Gable,HdBoard,HdBoard,None,0.0,TA,Fa,CBlock,TA,TA,No,ALQ,758.0,992.0,Ex,Y,SBrkr,992,1.0,1,0,1,Gd,6,Typ,0,NA,Attchd,1967.0,RFn,1.0,294.0,TA,Y,WD ,145000
1540,2502,533127080,60,RL,Pave,Lvl,NoRidge,Norm,1Fam,2Story,8,7,1993,1993,Gable,MetalSd,MetalSd,None,0.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,1012.0,1338.0,Ex,Y,SBrkr,2520,1.0,2,1,1,Gd,10,Typ,1,TA,Attchd,1993.0,RFn,3.0,796.0,TA,Y,WD ,310000
1541,2609,535402100,80,RL,Pave,Lvl,NAmes,Norm,1Fam,SLvl,6,5,1963,1963,Gable,HdBoard,HdBoard,BrkFace,379.0,TA,TA,CBlock,TA,TA,Av,ALQ,580.0,1083.0,TA,Y,SBrkr,1146,0.0,1,0,1,TA,6,Typ,1,Gd,Attchd,1963.0,Unf,1.0,294.0,TA,Y,WD ,165000
1542,505,528390100,60,RL,Pave,Lvl,NoRidge,Norm,1Fam,2Story,8,7,1994,2005,Hip,VinylSd,VinylSd,BrkFace,528.0,Gd,TA,PConc,Gd,Gd,No,GLQ,1361.0,1629.0,Ex,Y,SBrkr,2448,1.0,2,1,1,Gd,8,Typ,1,TA,Attchd,1994.0,RFn,3.0,711.0,TA,Y,WD ,402000
1543,1126,528478040,60,FV,Pave,Lvl,Somerst,Norm,1Fam,2Story,7,5,2005,2005,Gable,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,1026.0,Ex,Y,SBrkr,1958,0.0,2,1,1,Gd,9,Typ,1,Gd,Attchd,2005.0,Fin,3.0,936.0,TA,Y,WD ,250000
